Team_quality,Opponent_quality,Match_location,Match_outcome,Shots_on_target,SFCA,Short_passes,Long_balls,Crosses,Aerial_success,Offsides,Tackles,Fouls,Yellow_cards,Set_piece
1,1,0,0,2,0,335,51,18,39,2,17,14,3,1
1,0,1,0,1,0,470,55,18,58,0,15,9,1,4
0,1,0,0,10,0,422,56,18,42,5,29,14,0,4
0,0,0,0,2,0,281,87,18,63,2,17,20,3,3
0,1,0,0,2,0,646,80,18,46,6,17,6,2,3
0,1,1,0,4,0,536,58,18,74,1,13,8,2,4
1,0,0,1,9,0,501,47,18,75,1,12,8,1,4
0,1,0,0,5,1,480,45,18,83,1,15,8,2,1
1,1,0,0,7,0,457,72,18,60,1,20,7,0,2
1,1,0,0,6,0,481,50,18,50,4,14,8,0,2
1,0,0,0,1,0,401,77,18,58,1,19,14,1,0
0,1,1,0,3,0,357,49,18,27,2,13,17,3,5
0,0,1,1,3,0,305,85,18,63,3,23,17,1,4
1,1,1,0,3,0,419,62,18,64,3,15,9,0,1
1,1,0,0,2,0,278,52,18,46,3,18,18,1,5
0,0,0,0,6,0,207,56,18,46,3,19,10,1,6
0,1,1,0,2,0,423,71,18,41,1,12,5,1,5
1,0,0,0,5,0,520,62,18,39,2,15,23,3,3
1,1,1,0,2,0,458,49,18,53,1,17,10,1,4
0,1,0,0,2,0,346,60,18,39,0,21,12,4,1
1,0,0,1,3,0,503,54,18,67,3,21,13,2,0
0,1,1,0,7,0,448,60,18,52,3,13,6,2,4
0,1,1,0,4,1,208,51,18,43,6,13,6,1,1
1,0,0,1,7,0,720,51,18,57,2,19,14,1,5
0,1,1,0,5,2,252,70,18,51,2,17,7,3,3
1,1,1,1,2,1,603,45,18,49,1,10,13,1,2
0,0,0,1,3,0,512,50,18,48,1,23,16,1,1
0,1,1,0,2,0,404,62,18,64,5,19,12,3,2
1,1,1,0,5,1,370,58,18,64,2,10,11,3,6
1,1,1,0,3,0,351,49,18,47,2,21,7,1,3
1,1,1,1,4,0,567,64,18,44,1,12,21,3,3
0,1,1,0,3,0,377,63,18,42,0,15,10,1,4
1,0,1,0,7,2,331,63,18,54,5,24,12,3,3
1,1,0,0,2,0,447,69,18,36,7,18,20,1,2
0,1,0,0,3,0,390,84,18,43,1,14,15,0,1
1,1,0,0,5,0,538,57,18,58,5,12,14,4,3
0,1,0,0,3,0,370,61,17,75,6,14,14,1,1
1,0,0,0,7,0,398,45,17,70,3,18,9,3,2
0,0,0,1,4,0,332,77,17,55,8,31,13,1,3
0,1,0,0,5,1,251,66,17,0,4,16,18,1,1
0,1,0,0,3,1,312,74,17,57,2,27,14,1,0
0,0,0,0,6,0,287,58,17,31,5,28,15,1,5
1,0,1,0,3,0,319,64,17,50,2,23,14,2,3
0,0,0,0,7,2,506,53,17,23,0,11,20,2,1
1,1,1,0,6,0,367,50,17,50,5,37,15,2,0
0,1,0,0,1,0,280,50,17,32,2,19,14,3,2
1,1,0,0,6,1,508,71,17,58,2,32,18,3,2
1,1,1,1,6,0,309,37,17,58,0,26,19,4,4
1,1,0,1,2,0,351,71,17,48,1,22,24,2,3
1,1,1,1,5,1,271,79,17,27,3,25,16,2,2
1,1,1,1,6,2,287,50,17,50,0,40,16,0,6
1,1,1,1,10,1,329,56,17,60,3,18,16,4,3
0,1,0,0,2,2,315,77,17,48,1,27,16,1,2
1,0,1,1,12,0,367,60,17,64,4,21,17,2,2
1,0,0,0,4,0,376,57,17,47,1,23,16,1,0
1,1,0,0,5,0,509,56,17,54,0,25,13,2,1
1,1,1,0,4,0,384,38,17,57,2,28,10,3,4
1,1,1,1,5,0,384,94,17,53,3,24,18,2,3
1,1,0,0,3,0,351,49,17,47,0,17,14,3,3
1,1,1,0,5,0,295,58,17,33,1,22,22,2,1
0,0,1,0,4,2,350,57,17,50,1,19,15,2,10
0,0,0,0,5,2,291,69,17,50,1,18,12,2,3
1,0,1,0,5,1,335,47,17,86,1,23,13,3,1
0,1,0,0,2,0,528,95,17,14,1,21,8,2,0
1,1,0,1,9,0,304,65,17,69,5,31,7,2,4
0,1,0,0,2,1,292,57,17,29,3,21,16,4,1
0,1,1,0,7,0,255,59,17,35,4,21,13,1,0
0,0,1,1,18,1,454,65,17,100,0,22,11,2,8
1,0,1,1,3,1,535,66,17,50,2,23,19,1,0
1,1,1,1,7,1,269,63,17,25,5,18,7,1,4
1,1,1,1,7,1,357,50,17,50,4,20,21,3,2
1,1,0,0,1,0,340,71,17,70,1,22,11,2,1
0,1,0,0,2,0,362,60,17,39,1,19,13,2,2
1,0,0,1,12,1,512,72,17,36,3,12,8,1,2
1,1,1,0,1,0,579,51,17,61,1,21,13,4,0
0,0,0,1,2,2,242,51,17,45,3,28,12,3,2
0,1,0,0,0,1,507,54,17,27,1,21,11,2,2
1,0,1,1,5,0,404,78,17,41,3,11,13,1,4
0,1,1,0,2,1,426,49,17,75,0,16,15,3,1
1,0,0,1,6,2,444,78,17,25,4,16,11,2,4
0,1,0,0,2,2,429,63,17,44,0,18,9,1,1
1,0,1,1,8,5,481,65,17,54,3,17,11,1,5
1,0,1,1,10,1,670,28,17,77,1,24,13,3,4
1,1,0,0,4,0,431,45,17,32,3,23,20,4,2
1,0,1,1,7,1,454,69,17,31,2,25,7,0,2
1,0,1,1,9,0,317,61,17,67,3,14,9,2,6
1,1,0,1,1,1,336,69,17,59,2,24,12,2,3
1,1,1,0,3,0,319,67,17,37,2,17,11,1,3
1,1,0,0,5,1,600,63,17,21,1,21,13,4,4
1,1,0,0,3,0,307,71,17,36,1,23,13,4,6
1,0,1,1,9,2,620,46,17,63,1,19,15,1,2
1,0,0,0,4,0,334,54,17,56,1,19,11,3,3
0,1,0,0,5,0,415,52,17,59,1,26,16,2,4
1,0,1,1,5,0,453,41,17,56,0,22,12,3,2
0,1,0,0,4,0,318,38,17,42,1,27,13,1,3
1,0,0,1,9,2,492,38,17,61,5,9,11,2,4
1,1,1,0,4,0,307,52,17,47,5,17,14,1,2
1,1,1,0,5,0,326,72,17,61,0,29,12,1,7
1,1,1,1,4,0,382,55,17,51,0,17,18,4,4
1,1,0,0,2,3,352,48,17,26,2,22,9,3,1
0,0,1,1,7,0,243,61,17,30,4,16,14,1,2
1,0,1,1,6,2,577,59,17,63,3,16,11,1,3
0,1,0,0,4,0,267,44,17,29,2,21,19,2,1
1,0,0,1,4,0,569,35,17,60,0,26,12,2,4
0,1,1,0,3,1,343,72,17,51,3,23,16,4,2
0,1,1,1,3,0,398,62,17,62,1,24,15,2,5
0,1,0,0,5,2,308,81,17,45,2,12,19,1,2
1,0,1,0,6,0,666,40,17,50,3,25,13,2,6
0,0,0,0,1,0,371,75,17,30,2,16,16,3,1
1,1,0,1,4,0,476,72,17,59,6,24,11,2,4
1,0,1,0,6,0,305,74,17,43,2,23,12,1,3
0,1,1,1,6,0,401,72,17,67,2,16,16,4,2
1,0,0,0,2,0,346,71,17,33,4,19,13,1,2
1,0,0,0,8,0,558,73,17,33,4,16,11,2,1
1,1,0,0,4,3,415,50,17,21,0,20,10,3,6
1,0,0,1,10,1,519,59,17,56,5,10,11,2,5
0,1,0,0,3,0,449,63,17,21,3,16,9,3,6
1,1,0,0,3,0,359,39,17,50,1,17,11,4,8
1,1,1,0,1,0,437,66,17,29,1,18,20,1,2
0,0,1,0,3,1,544,42,17,48,5,19,26,1,1
1,0,0,1,3,0,512,44,17,61,5,18,17,1,3
0,1,0,0,5,1,381,73,17,63,8,25,11,2,4
1,0,1,1,11,0,518,50,17,77,4,9,8,1,4
1,0,0,1,7,0,721,40,17,45,2,22,14,2,4
0,1,0,0,2,0,340,56,17,39,2,14,12,2,3
0,1,1,0,5,0,334,69,17,57,3,20,10,4,2
0,0,1,0,1,0,550,62,17,39,0,12,9,1,3
0,1,0,0,2,0,335,67,17,46,5,18,15,6,4
1,0,0,1,2,0,288,62,17,38,2,32,11,0,2
0,1,0,0,3,0,418,72,17,49,1,24,17,4,2
1,1,0,0,1,0,541,65,17,48,2,25,9,2,4
1,1,0,0,0,0,416,67,17,59,1,24,11,3,4
1,1,0,0,4,0,566,52,17,29,1,20,18,3,4
0,0,0,0,4,0,527,60,17,68,0,17,14,1,1
1,1,0,0,2,0,436,63,17,42,2,22,9,3,3
1,0,1,0,5,0,399,78,17,40,1,14,11,2,5
1,0,0,0,6,0,608,52,17,37,7,15,9,2,5
1,1,1,1,6,0,454,61,17,50,2,17,5,0,3
1,0,0,1,5,1,579,81,17,65,3,14,7,3,5
1,1,0,0,8,0,546,37,17,42,4,19,12,2,4
0,0,0,1,4,0,615,84,17,53,6,8,12,0,0
1,0,1,0,7,0,500,62,17,43,1,9,10,1,3
1,0,1,1,11,0,653,39,17,67,2,18,20,2,8
1,1,0,0,4,0,427,40,17,33,1,16,16,4,2
1,1,1,0,5,0,419,47,17,41,3,17,18,2,3
1,1,0,1,6,0,333,60,17,46,2,9,20,6,1
1,1,0,0,4,2,341,53,17,57,3,11,4,2,6
0,0,1,0,4,0,273,70,17,29,0,8,17,4,2
1,0,1,1,8,2,581,63,17,66,5,12,8,0,5
0,1,0,0,3,1,208,72,17,45,4,18,20,4,5
0,1,0,0,4,0,138,63,17,60,2,19,16,2,4
0,0,0,0,2,0,338,54,17,49,5,25,25,5,0
1,0,1,0,11,4,444,46,17,49,3,22,7,2,4
1,1,0,0,1,0,480,46,17,43,1,19,20,6,2
1,1,1,1,6,0,407,55,17,46,2,17,11,1,4
0,1,0,1,6,0,247,54,17,57,1,18,15,1,3
1,1,0,0,4,0,509,52,17,63,1,17,15,1,1
0,0,0,0,1,0,446,62,17,45,3,21,12,3,3
1,0,0,1,3,0,556,64,17,72,0,23,6,1,3
0,1,0,0,1,0,540,82,17,44,0,22,11,1,5
1,1,1,1,10,1,433,63,17,41,0,10,15,3,3
0,1,0,0,2,0,292,91,17,58,4,23,8,1,2
0,1,0,0,2,1,332,43,17,33,2,25,16,1,2
0,0,1,0,5,2,340,61,17,52,3,16,12,2,1
0,0,1,0,5,0,317,81,17,67,1,18,10,1,4
0,0,0,0,1,0,318,75,17,66,2,8,13,2,1
1,1,0,1,5,0,522,57,17,36,5,11,17,3,3
1,1,1,0,3,0,509,54,17,43,0,16,13,2,0
1,1,0,1,6,0,541,35,17,59,0,15,13,3,4
0,0,1,0,4,1,436,61,17,45,5,14,8,1,5
0,0,1,1,3,0,394,70,17,50,7,13,13,1,2
0,1,1,0,6,1,271,66,17,59,2,9,11,3,3
1,0,0,1,4,0,778,50,17,53,5,10,10,1,1
1,0,0,0,2,0,456,51,17,58,2,20,20,3,3
1,0,0,1,10,0,455,58,17,67,4,14,15,1,7
1,0,0,1,7,0,752,32,17,50,1,6,6,1,4
0,1,0,1,4,2,416,41,17,47,2,11,13,7,2
0,0,1,1,3,1,345,66,17,55,0,11,11,2,6
1,0,0,1,6,1,487,43,17,29,4,14,10,2,4
0,0,1,1,5,0,395,72,17,59,3,19,10,0,1
0,1,1,0,4,1,436,61,17,45,5,14,8,1,5
1,0,0,1,8,2,487,71,16,62,2,26,14,6,5
1,0,0,1,3,1,318,69,16,45,4,20,22,3,1
1,0,0,1,6,1,404,63,16,70,3,15,10,2,2
0,1,0,0,2,2,290,50,16,38,1,19,18,3,0
1,1,0,1,4,1,351,71,16,47,6,22,12,3,2
0,0,0,0,2,0,280,51,16,37,3,17,24,3,1
0,1,1,0,0,1,301,74,16,53,7,27,19,3,0
1,0,0,1,7,2,363,66,16,62,5,33,23,3,6
1,1,0,0,3,2,250,54,16,29,4,33,13,2,3
1,1,0,0,0,0,324,66,16,39,4,19,20,3,0
1,1,1,0,3,0,327,40,16,88,2,26,18,5,1
1,1,0,0,0,1,197,42,16,32,2,24,18,5,4
0,1,0,0,1,0,383,40,16,50,5,12,18,3,3
1,1,1,1,10,0,601,50,16,37,1,11,8,1,2
1,0,1,1,3,1,452,80,16,50,3,16,19,1,1
0,1,0,0,3,0,336,59,16,50,8,12,20,4,2
1,1,0,0,2,0,450,64,16,42,2,14,14,0,1
1,1,1,1,12,0,788,40,16,31,8,30,8,0,2
1,1,1,1,3,1,272,61,16,30,3,27,26,3,3
1,1,0,0,2,0,336,53,16,48,1,22,24,3,2
1,0,0,1,4,2,326,45,16,63,2,17,21,3,4
0,1,0,0,5,0,255,53,16,50,0,17,20,3,3
1,0,1,1,5,0,477,68,16,56,3,15,15,2,3
1,0,1,1,5,2,513,60,16,55,3,30,15,2,4
0,0,1,0,3,0,268,43,16,31,3,19,20,4,5
0,0,1,1,4,1,278,67,16,80,4,23,11,0,3
1,1,1,0,6,0,515,45,16,59,1,18,11,1,4
1,1,0,0,1,0,384,91,16,43,8,16,6,2,5
1,0,1,1,12,1,714,66,16,100,6,31,13,0,2
0,1,1,0,7,0,571,53,16,50,6,14,10,1,4
1,1,0,0,7,0,318,47,16,62,3,21,12,3,2
1,1,1,1,6,0,301,72,16,44,3,13,6,1,1
0,0,0,1,6,0,543,63,16,54,6,10,14,0,3
1,0,0,1,5,3,539,87,16,50,4,12,19,2,1
1,1,1,0,3,0,589,47,16,60,3,19,14,5,2
1,1,0,0,4,2,421,63,16,44,2,14,12,1,4
1,1,0,0,2,0,329,56,16,40,2,30,17,3,2
1,1,1,0,3,0,347,49,16,38,5,18,13,1,5
0,1,0,0,3,2,385,59,16,39,1,17,14,2,2
1,0,1,1,5,0,771,52,16,53,6,24,4,0,2
0,1,0,0,10,0,429,59,16,50,2,17,16,4,3
0,0,0,0,2,0,294,74,16,56,3,27,15,2,4
1,0,1,0,6,2,337,58,16,39,0,30,13,2,3
1,0,1,1,4,0,546,62,16,41,1,17,13,3,1
1,1,1,0,2,0,553,62,16,65,3,23,14,2,1
0,1,0,0,3,0,347,45,16,46,2,20,16,3,5
1,1,1,1,11,0,547,79,16,74,1,30,7,0,6
1,1,0,0,3,0,269,57,16,67,3,16,15,3,3
1,1,0,1,10,0,703,65,16,65,2,18,6,1,1
0,1,1,0,3,0,306,53,16,37,0,23,14,4,2
0,1,1,0,3,1,501,38,16,71,0,19,15,0,7
0,1,0,0,5,0,339,54,16,52,7,19,10,3,7
0,1,0,0,3,0,392,52,16,44,1,16,10,0,1
0,1,0,0,4,1,325,58,16,52,2,25,20,3,3
1,0,1,1,7,1,505,64,16,65,3,21,9,1,3
1,0,1,1,4,1,452,47,16,79,3,19,15,1,1
1,1,1,1,3,0,389,69,16,53,2,20,14,1,2
1,0,0,1,4,0,391,37,16,62,3,18,17,2,1
1,1,0,0,4,0,401,43,16,41,3,15,12,1,2
1,1,0,0,3,0,274,68,16,35,3,29,15,2,3
1,1,1,1,4,2,477,73,16,39,0,13,25,5,5
1,1,1,1,6,0,693,58,16,38,1,14,11,0,1
0,1,1,0,4,0,196,65,16,36,2,16,14,3,3
1,0,1,1,5,2,570,49,16,71,3,17,15,1,6
1,0,1,1,9,1,626,56,16,43,3,20,9,3,4
1,1,1,1,4,0,290,61,16,58,2,23,16,1,3
1,0,1,1,6,0,515,65,16,50,5,15,10,0,2
0,1,0,0,3,0,354,71,16,44,3,20,15,3,3
1,0,1,1,6,0,376,68,16,62,7,15,20,3,3
1,0,0,0,8,0,406,69,16,50,0,12,15,2,3
1,0,0,1,5,0,388,53,16,52,4,18,15,2,3
1,1,1,0,7,0,288,43,16,50,1,16,13,1,3
1,1,1,0,1,0,392,63,16,50,1,18,12,1,0
0,1,0,0,1,0,421,81,16,50,1,19,20,1,0
1,0,0,1,3,0,460,70,16,43,2,23,12,3,2
1,0,1,1,2,0,288,103,16,38,4,13,8,1,1
0,0,0,1,8,0,713,52,16,42,1,16,16,1,5
0,0,1,0,0,0,374,79,16,39,7,15,11,3,3
0,0,0,1,5,0,382,87,16,59,4,13,12,2,4
1,1,1,1,7,0,244,60,16,38,1,21,23,4,5
1,1,0,0,6,0,496,59,16,62,2,11,7,2,7
1,1,0,0,2,0,398,69,16,43,1,18,6,1,3
1,0,0,1,4,0,497,88,16,37,1,21,10,1,1
0,1,0,0,6,1,380,61,16,44,2,9,15,2,2
0,1,1,0,3,0,242,42,16,36,4,13,8,0,4
0,0,1,1,3,1,289,71,16,60,3,15,18,3,4
0,0,0,0,4,0,596,43,16,38,6,14,14,1,1
1,1,0,0,2,0,683,41,16,58,2,17,10,2,4
1,1,1,0,4,0,373,48,16,54,1,15,12,2,0
1,1,0,1,5,0,572,69,16,54,0,13,16,2,1
1,0,0,1,3,0,535,59,16,61,3,8,13,2,4
0,0,1,0,4,0,475,53,16,54,2,12,9,3,4
0,1,1,0,4,0,424,54,16,39,1,17,9,2,4
1,0,1,0,7,1,483,42,16,74,7,13,11,1,6
0,1,0,0,1,0,388,65,16,35,1,12,7,2,4
1,0,0,1,5,1,513,69,16,50,2,15,15,2,1
1,1,1,1,7,1,296,56,16,45,2,17,8,1,2
1,0,0,0,8,1,688,54,16,44,0,9,9,1,5
0,0,1,0,5,0,387,66,16,40,2,13,14,2,0
0,0,0,1,7,0,325,83,16,60,4,19,15,3,5
0,1,0,0,2,0,376,59,16,45,1,20,12,2,7
0,1,1,1,4,2,271,55,16,56,3,17,14,1,2
1,1,1,0,1,0,405,45,16,73,2,18,17,4,0
1,1,1,1,5,0,547,51,16,61,3,19,13,1,5
1,1,0,1,6,0,599,39,16,42,0,14,9,2,8
1,1,0,0,1,0,310,76,16,63,0,17,10,1,1
1,1,0,1,3,1,216,63,16,50,2,10,6,0,4
0,1,1,0,7,0,450,54,16,33,2,23,11,1,7
1,0,0,0,5,0,554,37,16,52,2,17,14,1,4
1,0,1,0,5,0,516,61,16,67,4,13,21,4,4
1,0,0,1,4,0,386,63,16,59,2,12,15,1,4
1,0,0,0,2,0,585,56,16,40,2,14,15,2,0
0,1,0,0,0,0,335,48,16,39,4,15,17,5,1
0,1,0,0,4,2,303,61,16,49,4,12,19,4,1
1,1,1,0,2,0,341,46,16,56,0,20,12,4,4
1,1,0,0,4,0,563,30,16,55,2,21,8,1,1
1,0,0,1,8,0,445,42,16,52,2,17,16,3,4
1,1,1,1,2,0,289,68,16,49,1,16,17,2,3
1,0,0,1,6,0,502,57,16,47,0,11,11,3,1
1,1,1,1,4,1,332,48,16,50,4,11,6,2,3
1,0,0,1,10,0,431,56,16,58,3,17,12,1,2
0,0,1,0,4,0,473,47,16,38,2,13,14,5,5
1,1,1,0,0,0,576,60,16,36,2,18,12,1,3
1,0,1,1,5,0,564,79,16,56,1,12,14,1,1
1,0,0,1,7,0,427,70,16,51,1,17,16,2,5
1,1,0,1,7,0,372,54,16,56,1,16,15,4,2
0,0,0,0,2,0,453,90,16,43,0,12,18,4,0
0,1,0,0,4,0,300,47,16,20,0,11,14,4,4
1,1,0,1,4,0,738,63,16,44,2,16,12,2,7
0,1,1,0,3,0,206,58,15,56,4,37,16,3,1
0,1,0,0,3,2,215,59,15,25,0,21,10,2,1
0,1,0,0,5,1,316,59,15,47,2,24,20,2,0
1,1,0,0,0,0,255,65,15,37,1,29,19,2,0
1,1,0,0,10,2,383,60,15,53,3,26,19,3,3
1,0,1,0,5,1,343,62,15,46,2,22,14,1,4
1,0,1,1,6,2,421,54,15,43,5,28,14,0,2
0,1,0,0,2,0,249,47,15,38,0,25,23,2,1
1,0,0,1,4,1,291,65,15,37,1,16,13,3,4
0,1,0,0,4,0,262,65,15,28,4,10,22,1,5
0,1,0,0,3,0,369,60,15,33,1,25,11,2,2
0,1,0,0,4,0,274,70,15,29,2,22,14,3,2
1,1,0,0,4,0,647,108,15,78,3,21,8,2,0
0,0,0,0,2,0,367,102,15,29,8,28,12,2,1
0,1,0,0,1,1,287,67,15,29,1,26,8,1,2
0,1,0,0,3,1,327,57,15,36,7,25,11,1,2
1,0,0,1,5,0,375,90,15,54,2,15,22,4,4
1,1,1,1,4,0,426,51,15,44,8,17,14,1,2
0,0,0,0,6,0,435,60,15,52,3,22,20,1,3
1,1,1,1,7,0,584,44,15,33,1,24,18,0,3
1,1,0,0,2,0,467,67,15,67,5,31,15,2,1
0,0,0,1,5,0,217,55,15,28,0,22,21,2,4
1,1,0,1,5,2,312,70,15,40,3,24,22,4,2
1,1,1,0,5,0,542,66,15,55,3,17,13,2,0
1,1,0,1,3,0,472,54,15,75,2,29,19,4,3
0,1,0,0,4,1,287,60,15,62,0,17,15,2,6
0,0,1,0,5,0,294,57,15,64,2,21,16,6,3
0,0,0,0,3,2,444,70,15,20,3,21,13,1,2
0,1,1,1,5,1,394,65,15,63,1,28,16,2,2
0,0,0,0,1,0,398,50,15,14,2,17,11,3,1
0,0,0,1,7,0,340,55,15,75,0,29,17,1,3
0,1,1,0,5,0,305,56,15,46,4,19,7,2,1
0,1,1,1,8,1,544,52,15,50,1,23,15,0,4
1,1,0,0,5,1,452,54,15,50,9,21,8,4,4
1,1,1,1,7,0,551,67,15,82,8,16,13,1,3
0,1,1,0,3,0,334,63,15,57,2,11,6,0,4
0,1,1,0,7,0,593,68,15,50,6,23,11,2,3
0,1,1,0,1,0,448,47,15,64,3,16,9,0,2
1,1,0,0,2,2,475,54,15,65,4,17,11,2,1
1,1,0,0,4,0,275,61,15,61,1,29,15,4,5
0,0,1,1,6,1,522,76,15,41,0,12,7,1,1
1,0,0,0,3,0,417,77,15,55,3,17,18,1,4
1,1,0,0,6,0,364,51,15,51,5,13,6,2,2
1,0,0,1,5,1,563,70,15,33,3,10,11,1,2
1,1,0,0,1,0,757,44,15,50,2,16,10,2,4
1,1,0,0,1,0,372,53,15,24,3,27,17,3,2
1,1,0,0,4,0,414,59,15,8,1,21,19,4,3
1,1,0,0,5,1,266,54,15,44,1,13,13,2,2
0,1,1,0,2,0,240,66,15,50,0,21,15,1,2
1,1,1,1,5,0,497,55,15,64,2,22,15,3,2
0,1,1,0,4,0,410,86,15,41,2,21,14,3,4
1,0,0,0,4,2,540,65,15,48,1,18,8,2,2
0,1,1,0,5,0,303,57,15,36,3,24,14,3,1
1,1,0,1,8,0,620,75,15,57,1,19,13,1,2
0,1,1,0,1,0,414,97,15,56,2,16,18,1,3
0,0,1,0,2,0,238,46,15,52,2,18,15,2,3
1,0,0,1,5,0,475,43,15,50,2,21,9,1,0
1,1,0,0,3,0,355,56,15,49,6,21,11,4,5
1,1,0,0,6,0,370,29,15,45,0,17,22,2,0
1,1,0,1,8,0,358,44,15,52,3,25,16,1,2
1,1,0,0,5,0,434,53,15,38,4,13,8,3,3
1,1,0,0,2,1,375,64,15,53,2,15,16,4,2
1,0,1,1,10,0,268,59,15,55,8,34,18,2,3
1,0,0,1,11,0,657,41,15,50,3,17,6,1,4
1,0,0,1,10,2,433,50,15,50,2,18,11,0,3
1,1,0,1,8,1,642,57,15,53,6,20,10,0,3
0,1,1,0,5,1,298,78,15,40,0,24,20,3,2
1,1,0,1,6,0,645,47,15,40,7,25,13,3,1
1,1,0,0,4,1,295,54,15,45,0,24,15,1,5
1,1,0,0,1,0,502,80,15,42,1,16,16,3,0
0,1,1,0,8,1,438,48,15,54,0,17,17,2,2
1,0,0,1,6,0,728,58,15,67,3,19,6,0,1
1,1,1,0,7,0,410,37,15,53,2,22,16,3,1
1,1,0,1,5,0,712,60,15,47,6,20,13,3,2
1,1,0,0,11,1,224,80,15,65,3,23,26,7,2
1,1,0,0,3,0,312,42,15,55,1,14,15,4,1
1,1,0,0,3,0,472,44,15,68,0,15,12,1,3
1,0,0,1,15,0,582,42,15,52,5,23,9,1,10
0,0,1,0,2,0,271,77,15,35,4,27,5,1,0
1,1,0,0,4,1,373,65,15,62,4,30,10,1,7
0,1,1,0,5,0,349,82,15,49,4,35,14,2,3
0,1,0,0,1,0,309,59,15,29,2,17,18,2,5
1,0,1,1,4,0,378,47,15,54,2,17,15,1,2
0,0,1,0,6,0,492,49,15,71,3,25,10,2,5
1,1,1,0,3,0,368,50,15,48,3,18,13,3,4
1,1,0,0,3,0,459,47,15,61,5,14,14,3,1
1,1,0,0,1,0,386,34,15,38,0,29,15,3,2
1,1,0,1,4,0,395,59,15,70,0,16,13,3,3
1,0,0,1,6,0,817,40,15,56,1,22,5,1,1
0,0,1,0,5,0,460,53,15,38,1,21,12,3,2
1,0,0,1,10,1,472,65,15,26,3,21,8,3,3
1,0,0,1,10,0,659,72,15,58,1,14,5,0,2
0,1,0,1,3,0,460,65,15,60,0,19,14,2,1
1,0,1,1,8,1,441,60,15,56,2,14,12,1,8
1,0,1,1,4,0,850,29,15,65,3,11,11,3,5
0,0,0,0,2,0,329,55,15,39,3,19,24,3,2
0,1,0,0,3,0,512,56,15,57,3,23,12,1,3
1,0,1,1,7,0,517,66,15,50,1,15,6,1,2
0,1,0,0,4,0,286,35,15,50,0,20,11,0,1
1,1,0,0,3,0,413,38,15,38,6,16,17,3,5
1,1,1,0,2,0,475,38,15,46,1,16,13,1,5
0,0,1,0,3,0,219,67,15,39,2,14,8,2,1
0,0,0,0,3,0,406,58,15,41,0,17,16,4,6
1,0,0,1,2,0,653,68,15,56,4,13,5,2,4
0,0,0,0,2,0,427,63,15,32,8,19,18,2,2
1,1,0,1,5,1,593,56,15,59,2,11,14,2,4
1,0,0,1,6,3,503,40,15,59,4,15,15,1,2
1,0,1,1,11,1,615,55,15,68,4,26,10,0,4
1,0,1,1,4,0,541,52,15,58,4,17,14,3,4
0,1,1,0,9,0,303,46,15,54,1,13,15,3,6
0,1,1,0,2,0,343,67,15,60,1,13,13,2,1
1,1,0,1,5,1,515,52,15,27,1,14,7,4,5
1,1,0,0,5,1,642,48,15,42,1,24,11,2,7
1,1,0,0,2,0,497,52,15,45,0,6,16,1,4
1,1,0,0,2,0,422,44,15,43,2,16,18,2,4
1,1,0,1,6,1,346,69,15,29,2,19,14,3,3
1,1,0,1,4,0,354,53,15,64,3,21,12,0,4
0,0,0,0,5,2,340,52,15,37,4,20,12,1,3
0,1,1,0,5,1,395,64,15,48,0,16,10,1,1
1,0,0,1,5,2,614,30,15,70,4,18,15,1,4
1,0,1,1,5,1,661,111,15,69,1,22,7,1,0
1,0,0,1,12,3,445,52,15,45,1,22,4,2,5
1,0,0,1,6,1,560,61,15,55,0,16,14,2,3
0,1,0,0,5,0,399,38,15,41,2,25,8,1,3
0,1,1,0,5,0,448,52,15,59,4,26,11,1,4
1,0,1,1,6,2,464,75,15,41,1,15,8,0,1
0,1,0,0,3,0,238,76,15,34,5,16,4,2,3
0,1,1,0,7,1,379,61,15,48,3,17,9,0,1
1,0,0,1,7,3,511,74,15,52,1,15,4,1,6
1,0,1,1,5,1,522,54,15,53,0,16,10,2,2
1,0,1,1,10,2,595,27,15,53,6,23,17,1,0
1,0,0,1,5,0,552,63,15,36,0,16,10,2,1
1,1,1,0,4,0,287,49,15,41,2,15,29,6,5
1,1,0,1,14,0,412,45,15,57,2,11,22,3,5
0,1,1,0,4,0,436,70,15,53,1,11,13,0,4
1,0,1,1,6,0,380,58,15,65,0,12,13,3,1
1,0,0,1,7,1,644,48,15,56,3,14,12,0,1
1,0,0,1,10,2,499,57,15,55,2,18,13,2,5
1,1,1,0,6,0,418,50,15,58,4,14,6,0,4
1,1,0,1,12,2,547,61,15,42,2,9,16,2,1
0,1,1,0,2,0,442,52,15,64,3,13,19,4,3
0,1,1,0,1,0,447,35,15,65,0,13,7,2,1
1,1,0,0,2,0,525,58,15,48,0,14,12,1,1
1,1,1,0,3,0,471,57,15,44,1,16,10,4,9
1,1,1,0,2,0,452,46,15,36,7,11,11,5,1
1,1,1,0,5,1,426,50,15,59,4,23,13,5,3
1,1,0,0,7,0,285,94,15,34,1,18,13,5,3
1,1,1,1,6,1,813,38,15,69,2,14,4,2,3
1,1,1,1,5,2,670,41,15,56,1,11,9,0,0
1,1,0,1,6,0,644,40,15,67,1,18,15,2,2
1,1,0,0,5,0,662,53,15,44,2,12,12,4,0
0,0,0,0,4,1,269,57,14,65,0,21,15,2,5
0,1,0,1,4,0,261,62,14,14,1,24,26,3,1
